Nepravilan zapis u datoteci senzora: Alojzija Stepinca;15;100;0
Nepravilan zapis u datoteci spremnika: bio;0;1;1;1;1;120
***generiranje otpada***Pavlinska***
Korisnik (1)[1] : Staklo - 2.21, Papir - 4.08, Metal - 1.99, Bio - 6.59, Mješano - 28.83
Korisnik (33)[2] : Staklo - 10.23, Papir - 11.21, Metal - 1.97, Bio - 45.4, Mješano - 41.95
Korisnik (34)[2] : Staklo - 16.1, Papir - 11.47, Metal - 2.92, Bio - 42.38, Mješano - 33.77
Korisnik (35)[2] : Staklo - 8.95, Papir - 8.46, Metal - 2.15, Bio - 28.29, Mješano - 34.65
Korisnik (36)[2] : Staklo - 12.8, Papir - 12.93, Metal - 1.68, Bio - 38.32, Mješano - 31.36
Korisnik (37)[2] : Staklo - 16.75, Papir - 8.83, Metal - 1.95, Bio - 29.08, Mješano - 97.18
Korisnik (38)[2] : Staklo - 8.34, Papir - 5.91, Metal - 1.38, Bio - 17.51, Mješano - 24.75
Korisnik (39)[2] : Staklo - 13.61, Papir - 4.13, Metal - 2.86, Bio - 20.71, Mješano - 45.88
Korisnik (40)[2] : Staklo - 12.78, Papir - 11.53, Metal - 2.1, Bio - 48.78, Mješano - 47.59
Korisnik (41)[3] : Staklo - 34.68, Papir - 62.89, Metal - 22.19, Bio - 202.65, Mješano - 265.69
Korisnik (42)[3] : Staklo - 28.37, Papir - 46.73, Metal - 24.44, Bio - 81.43, Mješano - 291.86
Korisnik (43)[3] : Staklo - 34.44, Papir - 86.97, Metal - 10.15, Bio - 167.34, Mješano - 217.19
Korisnik (44)[3] : Staklo - 40.58, Papir - 76.28, Metal - 29.6, Bio - 134.03, Mješano - 135.96
Korisnik (45)[3] : Staklo - 49.67, Papir - 148.98, Metal - 13.99, Bio - 141.71, Mješano - 274.55
Korisnik (46)[3] : Staklo - 22.44, Papir - 91.96, Metal - 14.04, Bio - 211.92, Mješano - 236.21
Korisnik (47)[3] : Staklo - 16.84, Papir - 102.95, Metal - 10.17, Bio - 107.52, Mješano - 102.02
***generiranje otpada***Slavenska***
Korisnik (48)[1] : Staklo - 1.96, Papir - 2.7, Metal - 0.75, Bio - 9.48, Mješano - 3.71
Korisnik (49)[1] : Staklo - 2.55, Papir - 3.66, Metal - 2.64, Bio - 9.05, Mješano - 22.05
Korisnik (50)[1] : Staklo - 6.55, Papir - 2.58, Metal - 1.34, Bio - 4.17, Mješano - 5.48
Korisnik (51)[1] : Staklo - 4.46, Papir - 4.43, Metal - 2.05, Bio - 7.66, Mješano - 9.91
Korisnik (52)[1] : Staklo - 0.82, Papir - 1.27, Metal - 0.95, Bio - 7.62, Mješano - 26.66
Korisnik (53)[1] : Staklo - 5.5, Papir - 0.81, Metal - 2.05, Bio - 8.69, Mješano - 6.63
Korisnik (54)[1] : Staklo - 2.14, Papir - 0.64, Metal - 2.78, Bio - 3.12, Mješano - 17.67
Korisnik (55)[1] : Staklo - 6.71, Papir - 2.04, Metal - 2.65, Bio - 9.75, Mješano - 9.47
Korisnik (56)[1] : Staklo - 5.22, Papir - 4.74, Metal - 0.85, Bio - 7.41, Mješano - 5.86
Korisnik (57)[1] : Staklo - 4.32, Papir - 4.78, Metal - 1.23, Bio - 2.63, Mješano - 29.8
Korisnik (58)[1] : Staklo - 6.45, Papir - 4.17, Metal - 0.62, Bio - 6.98, Mješano - 23.01
Korisnik (59)[1] : Staklo - 3.23, Papir - 0.51, Metal - 1.54, Bio - 2.9, Mješano - 3.62
Korisnik (60)[1] : Staklo - 5.25, Papir - 3.97, Metal - 2.28, Bio - 5.84, Mješano - 4.63
Korisnik (61)[1] : Staklo - 6.42, Papir - 3.68, Metal - 2.47, Bio - 8.5, Mješano - 8.64
Korisnik (62)[1] : Staklo - 2.36, Papir - 2.76, Metal - 0.66, Bio - 9.86, Mješano - 29.09
Korisnik (63)[1] : Staklo - 6.34, Papir - 3.53, Metal - 1.56, Bio - 9.42, Mješano - 11.46
Korisnik (64)[1] : Staklo - 5.32, Papir - 3.65, Metal - 2.22, Bio - 2.35, Mješano - 29.4
Korisnik (65)[1] : Staklo - 6.26, Papir - 4.88, Metal - 0.74, Bio - 2.23, Mješano - 4.34
Korisnik (66)[1] : Staklo - 2.0, Papir - 3.12, Metal - 0.71, Bio - 3.06, Mješano - 3.09
Korisnik (67)[1] : Staklo - 5.95, Papir - 3.45, Metal - 0.86, Bio - 5.27, Mješano - 15.63
Korisnik (68)[2] : Staklo - 5.54, Papir - 14.41, Metal - 3.72, Bio - 16.88, Mješano - 99.4
Korisnik (69)[2] : Staklo - 18.85, Papir - 5.24, Metal - 2.79, Bio - 25.66, Mješano - 73.98
Korisnik (70)[2] : Staklo - 10.77, Papir - 5.1, Metal - 4.83, Bio - 36.42, Mješano - 92.46
Korisnik (71)[2] : Staklo - 12.05, Papir - 8.53, Metal - 4.4, Bio - 25.79, Mješano - 44.41
Korisnik (72)[2] : Staklo - 9.65, Papir - 10.05, Metal - 3.36, Bio - 26.92, Mješano - 84.18
Korisnik (73)[2] : Staklo - 15.2, Papir - 13.29, Metal - 2.71, Bio - 37.93, Mješano - 21.73
Korisnik (74)[2] : Staklo - 6.97, Papir - 5.02, Metal - 4.34, Bio - 14.76, Mješano - 99.44
Korisnik (75)[2] : Staklo - 15.98, Papir - 10.33, Metal - 3.17, Bio - 26.3, Mješano - 31.13
***generiranje otpada***Julija Merlića***
Korisnik (76)[1] : Staklo - 1.04, Papir - 4.13, Metal - 1.04, Bio - 6.51, Mješano - 5.44
Korisnik (77)[1] : Staklo - 6.2, Papir - 4.2, Metal - 2.71, Bio - 1.63, Mješano - 22.82
Korisnik (78)[1] : Staklo - 4.19, Papir - 4.43, Metal - 2.01, Bio - 7.25, Mješano - 21.23
Korisnik (79)[1] : Staklo - 2.63, Papir - 4.65, Metal - 2.85, Bio - 1.39, Mješano - 25.71
Korisnik (80)[1] : Staklo - 1.53, Papir - 2.94, Metal - 2.74, Bio - 5.65, Mješano - 15.72
Korisnik (81)[1] : Staklo - 6.19, Papir - 2.88, Metal - 1.49, Bio - 7.42, Mješano - 15.91
Korisnik (82)[1] : Staklo - 2.75, Papir - 1.57, Metal - 2.99, Bio - 5.65, Mješano - 10.09
Korisnik (83)[1] : Staklo - 3.16, Papir - 1.87, Metal - 1.43, Bio - 8.93, Mješano - 8.85
Korisnik (84)[1] : Staklo - 1.98, Papir - 2.16, Metal - 0.6, Bio - 5.87, Mješano - 15.79
Korisnik (85)[1] : Staklo - 6.48, Papir - 2.93, Metal - 1.97, Bio - 6.69, Mješano - 14.32
Korisnik (86)[1] : Staklo - 5.91, Papir - 3.33, Metal - 0.9, Bio - 7.25, Mješano - 14.14
Korisnik (87)[1] : Staklo - 1.98, Papir - 1.27, Metal - 1.38, Bio - 4.82, Mješano - 24.1
Korisnik (88)[1] : Staklo - 5.92, Papir - 2.3, Metal - 1.14, Bio - 8.9, Mješano - 21.75
Korisnik (89)[1] : Staklo - 2.56, Papir - 4.9, Metal - 2.88, Bio - 5.02, Mješano - 28.83
Korisnik (90)[2] : Staklo - 6.41, Papir - 5.15, Metal - 1.42, Bio - 15.47, Mješano - 55.0
Korisnik (91)[2] : Staklo - 13.39, Papir - 5.67, Metal - 2.09, Bio - 17.59, Mješano - 82.38
Korisnik (92)[2] : Staklo - 19.8, Papir - 7.46, Metal - 2.36, Bio - 17.32, Mješano - 84.02
Korisnik (93)[2] : Staklo - 9.67, Papir - 8.56, Metal - 4.15, Bio - 43.82, Mješano - 53.51
Korisnik (94)[2] : Staklo - 15.24, Papir - 10.25, Metal - 3.86, Bio - 32.53, Mješano - 46.24
Korisnik (95)[2] : Staklo - 5.89, Papir - 8.23, Metal - 3.07, Bio - 38.64, Mješano - 24.05
Korisnik (96)[3] : Staklo - 47.02, Papir - 75.99, Metal - 18.62, Bio - 173.1, Mješano - 92.46
Korisnik (97)[3] : Staklo - 39.47, Papir - 78.2, Metal - 20.28, Bio - 198.48, Mješano - 185.27
Korisnik (98)[3] : Staklo - 27.73, Papir - 106.82, Metal - 16.94, Bio - 155.09, Mješano - 115.45
Korisnik (99)[3] : Staklo - 42.31, Papir - 137.27, Metal - 27.36, Bio - 224.46, Mješano - 104.3
Korisnik (100)[3] : Staklo - 34.89, Papir - 126.91, Metal - 24.19, Bio - 244.43, Mješano - 150.06
Korisnik (101)[3] : Staklo - 25.04, Papir - 123.59, Metal - 13.92, Bio - 174.44, Mješano - 137.37
Korisnik (102)[3] : Staklo - 43.9, Papir - 134.48, Metal - 12.2, Bio - 162.24, Mješano - 199.49
Korisnik (103)[3] : Staklo - 25.75, Papir - 147.98, Metal - 11.44, Bio - 118.25, Mješano - 289.57
Korisnik (104)[3] : Staklo - 35.23, Papir - 68.74, Metal - 19.67, Bio - 85.82, Mješano - 244.57
Korisnik (105)[3] : Staklo - 26.13, Papir - 87.4, Metal - 18.1, Bio - 104.88, Mješano - 175.49
Korisnik (106)[3] : Staklo - 41.55, Papir - 99.74, Metal - 28.87, Bio - 197.78, Mješano - 188.35
Korisnik (107)[3] : Staklo - 30.3, Papir - 99.84, Metal - 27.51, Bio - 182.61, Mješano - 236.72
***generiranje otpada***Petra Preradovića***
Korisnik (108)[1] : Staklo - 5.72, Papir - 1.12, Metal - 0.41, Bio - 2.16, Mješano - 10.72
Korisnik (109)[1] : Staklo - 1.01, Papir - 3.28, Metal - 2.9, Bio - 9.3, Mješano - 24.84
Korisnik (110)[1] : Staklo - 6.0, Papir - 4.28, Metal - 2.85, Bio - 5.41, Mješano - 14.09
Korisnik (111)[1] : Staklo - 1.96, Papir - 0.79, Metal - 2.07, Bio - 6.52, Mješano - 29.59
Korisnik (112)[1] : Staklo - 6.76, Papir - 2.88, Metal - 2.61, Bio - 4.12, Mješano - 28.0
Korisnik (113)[1] : Staklo - 1.34, Papir - 1.26, Metal - 1.02, Bio - 9.28, Mješano - 16.09
Korisnik (114)[1] : Staklo - 5.59, Papir - 2.18, Metal - 0.46, Bio - 4.81, Mješano - 10.49
Korisnik (115)[1] : Staklo - 6.46, Papir - 2.22, Metal - 1.82, Bio - 3.69, Mješano - 28.28
Korisnik (116)[1] : Staklo - 2.68, Papir - 4.51, Metal - 2.51, Bio - 3.25, Mješano - 22.63
Korisnik (117)[1] : Staklo - 4.0, Papir - 4.96, Metal - 0.91, Bio - 8.01, Mješano - 11.44
Korisnik (118)[1] : Staklo - 4.42, Papir - 4.92, Metal - 2.66, Bio - 7.08, Mješano - 22.94
Korisnik (119)[1] : Staklo - 4.31, Papir - 2.95, Metal - 1.8, Bio - 8.22, Mješano - 29.8
Korisnik (120)[1] : Staklo - 6.47, Papir - 1.98, Metal - 1.53, Bio - 4.69, Mješano - 15.84
Korisnik (121)[1] : Staklo - 4.99, Papir - 2.31, Metal - 0.86, Bio - 8.53, Mješano - 18.06
Korisnik (122)[1] : Staklo - 4.59, Papir - 0.83, Metal - 0.59, Bio - 4.39, Mješano - 5.83
Korisnik (123)[2] : Staklo - 11.47, Papir - 6.49, Metal - 4.59, Bio - 40.39, Mješano - 81.75
Korisnik (124)[2] : Staklo - 9.92, Papir - 12.53, Metal - 1.14, Bio - 43.02, Mješano - 21.38
Korisnik (125)[2] : Staklo - 17.61, Papir - 4.36, Metal - 4.02, Bio - 15.11, Mješano - 48.3
Korisnik (126)[2] : Staklo - 18.4, Papir - 13.68, Metal - 4.3, Bio - 47.46, Mješano - 77.68
Korisnik (127)[2] : Staklo - 9.76, Papir - 12.92, Metal - 3.73, Bio - 29.54, Mješano - 34.32
Korisnik (128)[3] : Staklo - 28.72, Papir - 123.56, Metal - 17.75, Bio - 93.02, Mješano - 160.27
Korisnik (129)[3] : Staklo - 40.08, Papir - 98.37, Metal - 17.0, Bio - 218.53, Mješano - 210.74
Korisnik (130)[3] : Staklo - 29.74, Papir - 100.66, Metal - 27.33, Bio - 221.82, Mješano - 233.59
Korisnik (131)[3] : Staklo - 38.29, Papir - 147.82, Metal - 12.53, Bio - 123.67, Mješano - 248.83
Korisnik (132)[3] : Staklo - 29.3, Papir - 64.54, Metal - 14.11, Bio - 225.78, Mješano - 256.43
Korisnik (133)[3] : Staklo - 40.57, Papir - 81.98, Metal - 29.6, Bio - 101.78, Mješano - 163.36
Korisnik (134)[3] : Staklo - 15.55, Papir - 88.12, Metal - 14.87, Bio - 151.15, Mješano - 118.44
Korisnik (135)[3] : Staklo - 28.32, Papir - 137.97, Metal - 14.11, Bio - 166.99, Mješano - 193.19
***generiranje otpada***Ivana Kukuljevića Sakcinskog***
Korisnik (136)[1] : Staklo - 6.68, Papir - 3.49, Metal - 0.72, Bio - 8.71, Mješano - 20.96
Korisnik (137)[1] : Staklo - 3.41, Papir - 3.57, Metal - 1.92, Bio - 3.3, Mješano - 21.29
Korisnik (138)[1] : Staklo - 3.16, Papir - 0.92, Metal - 0.61, Bio - 9.38, Mješano - 26.79
Korisnik (139)[1] : Staklo - 1.9, Papir - 1.49, Metal - 1.88, Bio - 6.87, Mješano - 10.17
Korisnik (140)[1] : Staklo - 6.23, Papir - 2.5, Metal - 1.85, Bio - 6.85, Mješano - 3.06
Korisnik (141)[1] : Staklo - 3.27, Papir - 3.45, Metal - 1.6, Bio - 1.05, Mješano - 28.56
Korisnik (142)[1] : Staklo - 5.23, Papir - 0.75, Metal - 0.71, Bio - 4.46, Mješano - 4.54
Korisnik (143)[1] : Staklo - 5.95, Papir - 0.83, Metal - 2.52, Bio - 7.49, Mješano - 19.77
Korisnik (144)[1] : Staklo - 3.94, Papir - 4.95, Metal - 0.36, Bio - 4.63, Mješano - 16.13
Korisnik (145)[1] : Staklo - 1.09, Papir - 0.51, Metal - 2.2, Bio - 3.13, Mješano - 24.68
Korisnik (146)[1] : Staklo - 4.72, Papir - 1.24, Metal - 0.35, Bio - 5.89, Mješano - 17.3
Korisnik (147)[1] : Staklo - 4.37, Papir - 1.54, Metal - 2.78, Bio - 7.2, Mješano - 6.24
Korisnik (148)[1] : Staklo - 6.78, Papir - 1.05, Metal - 0.84, Bio - 8.95, Mješano - 13.27
Korisnik (149)[1] : Staklo - 4.92, Papir - 1.43, Metal - 1.08, Bio - 3.72, Mješano - 4.09
Korisnik (150)[1] : Staklo - 2.95, Papir - 4.22, Metal - 0.96, Bio - 2.85, Mješano - 16.31
Korisnik (151)[1] : Staklo - 3.47, Papir - 1.47, Metal - 0.74, Bio - 2.41, Mješano - 25.49
Korisnik (152)[1] : Staklo - 4.74, Papir - 4.94, Metal - 0.71, Bio - 5.71, Mješano - 28.72
Korisnik (153)[1] : Staklo - 5.15, Papir - 1.12, Metal - 0.63, Bio - 4.11, Mješano - 8.3
Korisnik (154)[1] : Staklo - 1.86, Papir - 4.54, Metal - 1.43, Bio - 4.49, Mješano - 22.48
Korisnik (155)[1] : Staklo - 2.44, Papir - 2.51, Metal - 2.92, Bio - 9.6, Mješano - 10.38
Korisnik (156)[1] : Staklo - 1.74, Papir - 2.18, Metal - 0.51, Bio - 4.84, Mješano - 11.32
Korisnik (157)[1] : Staklo - 4.84, Papir - 2.7, Metal - 0.84, Bio - 4.28, Mješano - 4.7
Korisnik (158)[1] : Staklo - 2.75, Papir - 0.67, Metal - 2.63, Bio - 4.48, Mješano - 13.45
Korisnik (159)[1] : Staklo - 5.27, Papir - 1.64, Metal - 1.42, Bio - 7.1, Mješano - 22.75
Korisnik (160)[1] : Staklo - 1.26, Papir - 0.53, Metal - 1.08, Bio - 4.61, Mješano - 29.34
Korisnik (161)[1] : Staklo - 4.2, Papir - 4.25, Metal - 1.93, Bio - 7.24, Mješano - 22.75
Korisnik (162)[1] : Staklo - 5.81, Papir - 2.67, Metal - 0.72, Bio - 4.31, Mješano - 18.75
Korisnik (163)[1] : Staklo - 6.9, Papir - 4.25, Metal - 2.79, Bio - 5.32, Mješano - 19.23
Korisnik (164)[1] : Staklo - 5.1, Papir - 0.85, Metal - 1.19, Bio - 2.66, Mješano - 14.56
Korisnik (165)[1] : Staklo - 1.54, Papir - 1.89, Metal - 1.75, Bio - 1.95, Mješano - 9.05
Korisnik (166)[1] : Staklo - 0.8, Papir - 1.57, Metal - 2.62, Bio - 8.12, Mješano - 11.95
Korisnik (167)[1] : Staklo - 1.3, Papir - 2.42, Metal - 2.65, Bio - 7.2, Mješano - 4.33
Korisnik (168)[1] : Staklo - 3.02, Papir - 0.61, Metal - 1.73, Bio - 2.52, Mješano - 11.47
Korisnik (169)[1] : Staklo - 5.6, Papir - 4.05, Metal - 1.55, Bio - 1.26, Mješano - 21.3
Korisnik (170)[1] : Staklo - 3.23, Papir - 1.65, Metal - 2.89, Bio - 8.88, Mješano - 5.75
Korisnik (171)[1] : Staklo - 2.27, Papir - 2.34, Metal - 2.77, Bio - 5.63, Mješano - 21.08
Korisnik (172)[2] : Staklo - 16.1, Papir - 11.05, Metal - 1.66, Bio - 38.26, Mješano - 31.49
Korisnik (173)[2] : Staklo - 17.12, Papir - 7.14, Metal - 3.39, Bio - 18.34, Mješano - 29.98
Korisnik (174)[2] : Staklo - 18.31, Papir - 14.4, Metal - 2.21, Bio - 45.58, Mješano - 88.15
Korisnik (175)[2] : Staklo - 19.46, Papir - 7.97, Metal - 1.17, Bio - 12.26, Mješano - 61.04
Korisnik (176)[2] : Staklo - 9.36, Papir - 12.67, Metal - 1.57, Bio - 42.78, Mješano - 68.83
Korisnik (177)[2] : Staklo - 10.94, Papir - 6.5, Metal - 4.89, Bio - 26.72, Mješano - 66.58
Korisnik (178)[2] : Staklo - 19.46, Papir - 9.43, Metal - 3.27, Bio - 46.67, Mješano - 45.14
Korisnik (179)[2] : Staklo - 16.65, Papir - 9.44, Metal - 4.68, Bio - 35.01, Mješano - 79.19
Korisnik (180)[2] : Staklo - 12.26, Papir - 4.14, Metal - 4.99, Bio - 23.87, Mješano - 44.24
Korisnik (181)[2] : Staklo - 17.09, Papir - 7.49, Metal - 1.83, Bio - 49.37, Mješano - 78.05
Korisnik (182)[2] : Staklo - 6.18, Papir - 9.5, Metal - 2.96, Bio - 24.14, Mješano - 43.77
Korisnik (183)[2] : Staklo - 10.87, Papir - 8.63, Metal - 3.54, Bio - 39.07, Mješano - 90.54
Korisnik (184)[3] : Staklo - 34.53, Papir - 60.83, Metal - 12.51, Bio - 201.97, Mješano - 113.74
Korisnik (185)[3] : Staklo - 36.68, Papir - 130.56, Metal - 11.87, Bio - 241.04, Mješano - 141.61
Korisnik (186)[3] : Staklo - 43.81, Papir - 148.69, Metal - 22.34, Bio - 233.04, Mješano - 100.86
Korisnik (187)[3] : Staklo - 19.39, Papir - 131.55, Metal - 28.72, Bio - 98.38, Mješano - 128.06
Korisnik (188)[3] : Staklo - 36.55, Papir - 91.95, Metal - 16.3, Bio - 85.14, Mješano - 290.5
Korisnik (189)[3] : Staklo - 41.3, Papir - 120.55, Metal - 24.06, Bio - 222.28, Mješano - 293.99
Korisnik (190)[3] : Staklo - 22.59, Papir - 65.68, Metal - 28.23, Bio - 211.37, Mješano - 137.5
Korisnik (191)[3] : Staklo - 38.77, Papir - 133.8, Metal - 20.68, Bio - 191.46, Mješano - 150.49
Korisnik (192)[3] : Staklo - 28.86, Papir - 108.13, Metal - 10.53, Bio - 195.05, Mješano - 290.1
Korisnik (193)[3] : Staklo - 39.1, Papir - 126.79, Metal - 15.91, Bio - 141.87, Mješano - 166.83
Korisnik (194)[3] : Staklo - 25.61, Papir - 134.3, Metal - 11.35, Bio - 217.35, Mješano - 188.69
Korisnik (195)[3] : Staklo - 41.97, Papir - 67.47, Metal - 26.96, Bio - 137.45, Mješano - 280.57
***odlaganje otpada***Pavlinska***
Korisnik (1) je u spremnik staklo (1000) bacio 2.21kg otpada
Korisnik (1) je u spremnik papir (1004) bacio 4.08kg otpada
Korisnik (1) je u spremnik metal (1008) bacio 1.99kg otpada
Korisnik (1) je u spremnik mješano (1011) bacio 28.83kg otpada
Korisnik (2) je u spremnik staklo (1000) bacio 3.16kg otpada
Korisnik (2) je u spremnik papir (1004) bacio 2.62kg otpada
Korisnik (2) je u spremnik metal (1008) bacio 0.89kg otpada
Korisnik (2) je u spremnik mješano (1012) bacio 21.41kg otpada
Korisnik (3) je u spremnik staklo (1000) bacio 0.96kg otpada
Korisnik (3) je u spremnik papir (1004) bacio 2.69kg otpada
Korisnik (3) je u spremnik metal (1008) bacio 1.55kg otpada
Korisnik (3) je u spremnik mješano (1013) bacio 17.49kg otpada
Korisnik (4) je u spremnik staklo (1000) bacio 1.96kg otpada
Korisnik (4) je u spremnik papir (1004) bacio 3.53kg otpada
Korisnik (4) je u spremnik metal (1008) bacio 0.42kg otpada
Korisnik (4) je u spremnik mješano (1014) bacio 12.9kg otpada
Korisnik (5) je u spremnik staklo (1000) bacio 1.6kg otpada
Korisnik (5) je u spremnik papir (1004) bacio 0.5kg otpada
Korisnik (5) je u spremnik metal (1008) bacio 0.83kg otpada
Korisnik (5) je u spremnik mješano (1015) bacio 28.69kg otpada
Korisnik (6) je u spremnik staklo (1000) bacio 3.62kg otpada
Korisnik (6) je u spremnik papir (1005) bacio 3.7kg otpada
Korisnik (6) je u spremnik metal (1008) bacio 1.52kg otpada
Korisnik (6) je u spremnik mješano (1016) bacio 11.59kg otpada
Korisnik (7) je u spremnik staklo (1000) bacio 3.38kg otpada
Korisnik (7) je u spremnik papir (1005) bacio 0.98kg otpada
Korisnik (7) je u spremnik metal (1008) bacio 1.78kg otpada
Korisnik (7) je u spremnik mješano (1017) bacio 29.71kg otpada
Korisnik (8) je u spremnik staklo (1001) bacio 13.16kg otpada
Korisnik (8) je u spremnik papir (1006) bacio 3.13kg otpada
Korisnik (8) je u spremnik metal (1009) bacio 1.56kg otpada
Korisnik (8) je u spremnik mješano (1018) bacio 65.03kg otpada
Korisnik (9) je u spremnik staklo (1002) bacio 4.03kg otpada
Korisnik (9) je u spremnik papir (1006) bacio 13.34kg otpada
Korisnik (9) je u spremnik metal (1009) bacio 1.96kg otpada
Korisnik (9) je u spremnik mješano (1018) bacio 33.36kg otpada
Korisnik (10) je u spremnik staklo (1003) bacio 29.84kg otpada
Korisnik (10) je u spremnik papir (1007) bacio 133.4kg otpada
Korisnik (10) je u spremnik metal (1010) bacio 15.91kg otpada
Korisnik (10) je u spremnik mješano (1019) bacio 293.3kg otpada

Otpad u ulici Pavlinska

Staklo: 63.92
Papir: 167.97
Metal: 28.41
Bio: 0.0
Mješano: 542.31



***odlaganje otpada***Petra Krešimira IV***
Korisnik (11) je u spremnik staklo (1020) bacio 2.36kg otpada
Korisnik (11) je u spremnik papir (1040) bacio 2.61kg otpada
Korisnik (11) je u spremnik metal (1057) bacio 0.73kg otpada
Korisnik (11) je u spremnik mješano (1065) bacio 3.05kg otpada
Korisnik (12) je u spremnik staklo (1020) bacio 6.21kg otpada
Korisnik (12) je u spremnik papir (1040) bacio 3.94kg otpada
Korisnik (12) je u spremnik metal (1057) bacio 1.49kg otpada
Korisnik (12) je u spremnik mješano (1066) bacio 27.72kg otpada
Korisnik (13) je u spremnik staklo (1020) bacio 6.49kg otpada
Korisnik (13) je u spremnik papir (1040) bacio 4.18kg otpada
Korisnik (13) je u spremnik metal (1057) bacio 2.15kg otpada
Korisnik (13) je u spremnik mješano (1067) bacio 21.44kg otpada
Korisnik (14) je u spremnik staklo (1020) bacio 1.02kg otpada
Korisnik (14) je u spremnik papir (1040) bacio 3.8kg otpada
Korisnik (14) je u spremnik metal (1057) bacio 1.2kg otpada
Korisnik (14) je u spremnik mješano (1068) bacio 10.18kg otpada
Korisnik (15) je u spremnik staklo (1020) bacio 1.37kg otpada
Korisnik (15) je u spremnik papir (1040) bacio 4.82kg otpada
Korisnik (15) je u spremnik metal (1057) bacio 2.56kg otpada
Korisnik (15) je u spremnik mješano (1069) bacio 14.63kg otpada
Korisnik (16) je u spremnik staklo (1020) bacio 3.44kg otpada
